iter	Passed	Remaining
1668	30094	150219
1669	30114	150210
1670	30133	150196
1671	30143	150138
1672	30161	150122
1673	30172	150067
1674	30179	149998
1675	30200	149991
1676	30221	149989
1677	30240	149979
1678	30259	149964
1679	30267	149895
1680	30287	149889
1681	30313	149908
1682	30338	149927
1683	30354	149898
1684	30362	149830
1685	30377	149797
1686	30395	149779
1687	30417	149783
1688	30439	149784
1689	30460	149781
1690	30472	149730
1691	30492	149722
1692	30510	149705
1693	30527	149679
1694	30542	149650
1695	30563	149644
1696	30583	149636
1697	30601	149617
1698	30624	149625
1699	30646	149624
1700	30663	149606
1701	30685	149605
1702	30702	149582
1703	30721	149569
1704	30744	149574
1705	30767	149582
1706	30780	149538
1707	30789	149476
1708	30808	149462
1709	30824	149436
1710	30872	149563
1711	30888	149537
1712	30900	149485
1713	30909	149424
1714	30930	149423
1715	30940	149364
1716	30948	149297
1717	30971	149304
1718	30998	149332
1719	31017	149315
1720	31037	149307
1721	31052	149277
1722	31071	149262
1723	31090	149247
1724	31117	149273
1725	31139	149273
1726	31156	149251
1727	31179	149256
1728	31200	149251
1729	31224	149264
1730	31234	149206
1731	31245	149154
1732	31253	149092
1733	31271	149070
1734	31288	149046
1735	31311	149054
1736	31332	149051
1737	31349	149029
1738	31365	149000
1739	31375	148945
1740	31390	148912
1741	31426	148978
1742	31450	148987
1743	31467	148964
1744	31487	148957
1745	31504	148934
1746	31520	148905
1747	31527	148834
1748	31543	148807
1749	31561	148790
1750	31578	148767
1751	31594	148737
1752	31609	148707
1753	31624	148675
1754	31642	148655
1755	31659	148635
1756	31677	148615
1757	31685	148548
1758	31704	148539
1759	31721	148515
1760	31729	148449
1761	31736	148382
1762	31745	148318
1763	31763	148300
1764	31778	148271
1765	31789	148219
1766	31806	148198
1767	31824	148178
1768	31833	148116
1769	31850	148093
1770	31859	148036
1771	31876	148015
1772	31897	148010
1773	31910	147968
1774	31929	147952
1775	31936	147888
1776	31954	147867
1777	31972	147850
1778	31989	147828
1779	32008	147813
1780	32029	147808
1781	32056	147833
1782	32079	147838
1783	32099	147830
1784	32117	147814
1785	32136	147800
1786	32156	147789
1787	32175	147775
1788	32182	147708
1789	32198	147680
1790	32206	147615
1791	32212	147546
1792	32231	147531
1793	32249	147511
1794	32265	147487
1795	32282	147464
1796	32293	147415
1797	32313	147407
1798	32329	147376
1799	32338	147317
1800	32355	147299
1801	32373	147280
1802	32395	147280
1803	32412	147259
1804	32432	147248
1805	32454	147248
1806	32462	147186
1807	32471	147129
1808	32479	147066
1809	32495	147038
1810	32511	147011
1811	32533	147009
1812	32551	146994
1813	32573	146994
1814	32581	146929
1815	32587	146859
1816	32603	146832
1817	32617	146794
1818	32638	146794
1819	32653	146761
1820	32660	146696
1821	32686	146711
1822	32704	146693
1823	32730	146715
1824	32751	146706
1825	32770	146696
1826	32790	146684
1827	32806	146660
1828	32813	146591
1829	32828	146561
1830	32843	146533
1831	32850	146463
1832	32856	146395
1833	32873	146371
1834	32891	146353
1835	32917	146370
1836	32922	146298
1837	32938	146271
1838	32954	146245
1839	32982	146270
1840	33007	146283
1841	33018	146233
1842	33036	146215
1843	33053	146197
1844	33073	146188
1845	33091	146170
1846	33099	146105
1847	33107	146045
1848	33115	145983
1849	33133	145964
1850	33142	145908
1851	33153	145860
1852	33178	145873
1853	33189	145825
1854	33210	145821
1855	33227	145800
1856	33236	145741
1857	33243	145677
1858	33252	145618
1859	33260	145559
1860	33281	145554
1861	33299	145538
1862	33323	145547
1863	33330	145480
1864	33350	145473
1865	33361	145423
1866	33375	145392
1867	33402	145411
1868	33422	145405
1869	33439	145382
1870	33456	145358
1871	33479	145364
1872	33498	145352
1873	33516	145334
1874	33533	145313
1875	33550	145290
1876	33557	145224
1877	33576	145210
1878	33585	145153
1879	33592	145091
1880	33603	145045
1881	33612	144988
1882	33638	145006
1883	33647	144949
1884	33657	144898
1885	33676	144884
1886	33685	144827
1887	33691	144759
1888	33709	144743
1889	33729	144732
1890	33736	144670
1891	33753	144647
1892	33762	144591
1893	33783	144589
1894	33796	144549
1895	33808	144504
1896	33828	144497
1897	33839	144451
1898	33847	144391
1899	33865	144374
1900	33874	144318
1901	33890	144294
1902	33899	144236
1903	33922	144243
1904	33940	144225
1905	33962	144223
1906	33969	144161
1907	33977	144100
1908	33995	144084
1909	34010	144054
1910	34029	144041
1911	34044	144013
1912	34052	143952
1913	34075	143957
1914	34082	143895
1915	34099	143871
1916	34116	143850
1917	34125	143798
1918	34145	143788
1919	34163	143771
1920	34181	143753
1921	34198	143734
1922	34215	143713
1923	34222	143650
1924	34231	143595
1925	34241	143542
1926	34249	143483
1927	34267	143469
1928	34288	143463
1929	34295	143402
1930	34307	143360
1931	34325	143341
1932	34330	143273
1933	34341	143224
1934	34356	143195
1935	34379	143201
1936	34388	143145
1937	34394	143080
1938	34401	143017
1939	34416	142989
1940	34424	142930
1941	34441	142909
1942	34448	142847
1943	34463	142817
1944	34480	142796
1945	34497	142776
1946	34513	142752
1947	34529	142725
1948	34544	142697
1949	34551	142635
1950	34566	142606
1951	34573	142543
1952	34591	142526
1953	34608	142507
1954	34626	142489
1955	34640	142458
1956	34662	142458
1957	34668	142393
1958	34676	142336
1959	34694	142317
1960	34701	142258
1961	34711	142207
1962	34719	142149
1963	34734	142122
1964	34752	142103
1965	34761	142050
1966	34767	141986
1967	34774	141923
1968	34791	141903
1969	34808	141883
1970	34824	141860
1971	34840	141835
1972	34860	141827
1973	34872	141787
1974	34887	141760
1975	34906	141744
1976	34920	141712
1977	34928	141658
1978	34946	141640
1979	34958	141601
1980	34970	141557
1981	34980	141509
1982	34998	141495
1983	35008	141446
1984	35021	141408
1985	35034	141372
1986	35043	141322
1987	35055	141279
1988	35072	141261
1989	35093	141254
1990	35115	141256
1991	35126	141210
1992	35134	141155
1993	35145	141111
1994	35156	141067
1995	35168	141026
1996	35178	140979
1997	35190	140936
1998	35209	140926
1999	35220	140883
2000	35231	140837
2001	35241	140790
2002	35253	140750
2003	35275	140750
2004	35289	140719
2005	35311	140716
2006	35330	140704
2007	35338	140651
2008	35344	140587
2009	35369	140598
2010	35379	140548
2011	35386	140492
2012	35396	140442
2013	35403	140384
2014	35418	140357
2015	35429	140313
2016	35437	140256
2017	35447	140208
2018	35465	140192
2019	35487	140194
2020	35495	140137
2021	35502	140078
2022	35513	140033
2023	35523	139989
2024	35531	139930
2025	35549	139916
2026	35558	139866
2027	35566	139809
2028	35571	139745
2029	35578	139684
2030	35594	139660
2031	35602	139606
2032	35608	139545
2033	35625	139525
2034	35633	139467
2035	35640	139409
2036	35660	139404
2037	35679	139392
2038	35698	139378
2039	35705	139321
2040	35721	139296
2041	35728	139240
2042	35744	139216
2043	35765	139211
2044	35776	139169
2045	35801	139180
2046	35819	139167
2047	35835	139143
2048	35845	139095
2049	35853	139041
2050	35870	139022
2051	35881	138977
2052	35898	138961
2053	35908	138914
2054	35916	138858
2055	35925	138810
2056	35942	138789
2057	35949	138733
2058	35963	138702
2059	35981	138684
2060	35998	138667
2061	36026	138690
2062	36045	138680
2063	36062	138657
2064	36078	138637
2065	36101	138640
2066	36120	138629
2067	36138	138612
2068	36152	138580
2069	36168	138560
2070	36181	138525
2071	36190	138475
2072	36199	138424
2073	36206	138366
2074	36223	138349
2075	36245	138347
2076	36252	138289
2077	36269	138270
2078	36276	138214
2079	36294	138198
2080	36313	138186
2081	36319	138126
2082	36337	138109
2083	36351	138081
2084	36358	138021
2085	36365	137966
2086	36374	137914
2087	36389	137888
2088	36395	137829
2089	36401	137768
2090	36417	137746
2091	36425	137694
2092	36432	137634
2093	36441	137587
2094	36450	137535
2095	36457	137482
2096	36465	137429
2097	36473	137374
2098	36479	137313
2099	36486	137260
2100	36493	137202
2101	36499	137142
2102	36507	137088
2103	36522	137062
2104	36529	137005
2105	36545	136986
2106	36552	136929
2107	36559	136871
2108	36575	136848
2109	36582	136794
2110	36589	136739
2111	36597	136685
2112	36616	136674
2113	36623	136620
2114	36632	136569
2115	36649	136552
2116	36655	136493
2117	36669	136462
2118	36677	136410
2119	36694	136392
2120	36711	136373
2121	36727	136351
2122	36735	136300
2123	36744	136251
2124	36762	136237
2125	36770	136185
2126	36776	136126
2127	36783	136072
2128	36805	136072
2129	36811	136014
2130	36823	135977
2131	36831	135923
2132	36847	135902
2133	36854	135848
2134	36873	135835
2135	36881	135785
2136	36889	135733
2137	36906	135713
2138	36922	135691
2139	36938	135672
2140	36945	135615
2141	36952	135561
2142	36960	135511
2143	36966	135453
2144	36986	135442
2145	37003	135425
2146	37011	135374
2147	37028	135356
2148	37036	135307
2149	37051	135282
2150	37059	135228
2151	37065	135172
2152	37073	135120
2153	37080	135065
2154	37097	135047
2155	37115	135034
2156	37124	134987
2157	37130	134929
2158	37149	134918
2159	37169	134911
2160	37185	134889
2161	37202	134873
2162	37221	134862
2163	37228	134808
2164	37236	134755
2165	37250	134726
2166	37258	134678
2167	37271	134644
2168	37289	134632
2169	37304	134603
2170	37311	134551
2171	37327	134528
2172	37333	134472
2173	37353	134466
2174	37363	134423
2175	37372	134375
2176	37389	134357
2177	37404	134334
2178	37412	134282
2179	37421	134235
2180	37437	134214
2181	37456	134203
2182	37468	134167
2183	37490	134167
2184	37499	134121
2185	37520	134119
2186	37551	134152
2187	37568	134133
2188	37583	134110
2189	37597	134081
2190	37620	134084
2191	37640	134078
2192	37646	134021
2193	37655	133973
2194	37662	133920
2195	37670	133870
2196	37678	133821
2197	37698	133812
2198	37713	133788
2199	37719	133733
2200	37727	133682
2201	37734	133629
2202	37741	133577
2203	37763	133577
2204	37772	133529
2205	37778	133475
2206	37794	133454
2207	37818	133462
2208	37824	133406
2209	37831	133350
2210	37838	133297
2211	37865	133317
2212	37879	133289
2213	37900	133286
2214	37920	133277
2215	37931	133240
2216	37939	133191
2217	37962	133193
2218	37985	133199
2219	38009	133205
2220	38022	133172
2221	38030	133123
2222	38039	133077
2223	38047	133029
2224	38055	132981
2225	38065	132938
2226	38073	132891
2227	38080	132837
2228	38096	132816
2229	38112	132794
2230	38118	132740
2231	38135	132722
2232	38142	132669
2233	38160	132655
2234	38178	132644
2235	38188	132601
2236	38196	132550
2237	38203	132500
2238	38222	132490
2239	38236	132462
2240	38245	132417
2241	38253	132369
2242	38259	132313
2243	38277	132301
2244	38290	132267
2245	38299	132222
2246	38307	132174
2247	38327	132168
2248	38346	132157
2249	38354	132109
2250	38361	132059
2251	38370	132015
2252	38389	132001
2253	38409	131995
2254	38416	131944
2255	38430	131916
2256	38450	131911
2257	38468	131895
2258	38477	131851
2259	38487	131811
2260	38496	131766
2261	38515	131754
2262	38523	131708
2263	38531	131659
2264	38546	131638
2265	38554	131589
2266	38571	131573
2267	38585	131543
2268	38606	131542
2269	38617	131502
2270	38625	131456
2271	38634	131410
2272	38654	131405
2273	38663	131361
2274	38683	131354
2275	38695	131320
2276	38707	131286
2277	38718	131249
2278	38726	131200
2279	38748	131200
2280	38772	131207
2281	38786	131180
2282	38794	131131
2283	38804	131093
2284	38828	131099
2285	38841	131069
2286	38847	131016
2287	38854	130965
2288	38862	130916
2289	38868	130862
2290	38876	130816
2291	38896	130809
2292	38914	130795
2293	38921	130746
2294	38942	130740
2295	38958	130722
2296	38968	130681
2297	38976	130634
2298	38984	130587
2299	38991	130538
2300	39007	130517
2301	39015	130470
2302	39025	130430
2303	39045	130421
2304	39053	130375
2305	39061	130329
2306	39069	130282
2307	39084	130259
2308	39092	130211
2309	39099	130161
2310	39106	130112
2311	39112	130059
2312	39134	130057
2313	39146	130027
2314	39155	129981
2315	39162	129933
2316	39170	129885
2317	39186	129867
2318	39202	129846
2319	39217	129824
2320	39238	129819
2321	39255	129803
2322	39264	129760
2323	39286	129760
2324	39310	129766
2325	39319	129724
2326	39329	129684
2327	39347	129672
2328	39356	129628
2329	39376	129619
2330	39388	129586
2331	39394	129534
2332	39400	129484
2333	39420	129477
2334	39446	129488
2335	39454	129444
2336	39472	129428
2337	39493	129426
2338	39511	129413
2339	39522	129376
2340	39532	129337
2341	39540	129292
2342	39557	129275
2343	39567	129234
2344	39574	129186
2345	39593	129175
2346	39605	129143
2347	39612	129094
2348	39620	129050
2349	39628	129003
2350	39646	128989
2351	39654	128944
2352	39660	128892
2353	39678	128879
2354	39698	128872
2355	39706	128827
2356	39714	128781
2357	39720	128730
2358	39731	128694
2359	39744	128664
2360	39759	128642
2361	39766	128594
2362	39774	128546
2363	39797	128550
2364	39804	128502
2365	39811	128452
2366	39817	128403
2367	39830	128371
2368	39837	128322
2369	39844	128276
2370	39852	128230
2371	39858	128179
2372	39865	128129
2373	39872	128082
2374	39879	128032
2375	39886	127984
2376	39892	127935
2377	39910	127923
2378	39926	127902
2379	39943	127886
2380	39951	127842
2381	39961	127804
2382	39981	127794
2383	39988	127748
2384	40003	127726
2385	40020	127711
2386	40028	127666
2387	40035	127617
2388	40050	127595
2389	40066	127574
2390	40073	127527
2391	40079	127477
2392	40096	127462
2393	40113	127443
2394	40133	127437
2395	40157	127443
2396	40185	127462
2397	40214	127484
2398	40232	127473
2399	40258	127483
2400	40271	127456
2401	40290	127447
2402	40309	127436
2403	40330	127433
2404	40339	127391
2405	40360	127388
2406	40378	127377
2407	40397	127366
2408	40414	127349
2409	40436	127349
2410	40468	127380
2411	40495	127394
2412	40509	127369
2413	40528	127359
2414	40537	127321
2415	40555	127307
2416	40563	127261
2417	40570	127214
2418	40587	127199
2419	40605	127186
2420	40614	127143
2421	40629	127121
2422	40644	127100
2423	40661	127085
2424	40677	127063
2425	40700	127068
2426	40717	127051
2427	40724	127003
2428	40739	126980
2429	40758	126971
2430	40777	126962
2431	40796	126951
2432	40821	126961
2433	40834	126932
2434	40852	126920
2435	40875	126922
2436	40903	126939
2437	40925	126940
2438	40933	126895
2439	40948	126871
2440	40963	126852
2441	40988	126859
2442	41006	126845
2443	41039	126879
2444	41055	126861
2445	41083	126877
2446	41102	126869
2447	41123	126864
2448	41143	126857
2449	41151	126813
2450	41169	126801
2451	41192	126802
2452	41216	126807
2453	41240	126812
2454	41249	126772
2455	41267	126759
2456	41284	126744
2457	41309	126750
2458	41318	126712
2459	41335	126695
2460	41357	126692
2461	41377	126685
2462	41395	126673
2463	41420	126683
2464	41439	126671
2465	41458	126662
2466	41467	126620
2467	41483	126601
2468	41501	126588
2469	41510	126547
2470	41519	126506
2471	41528	126467
2472	41547	126457
2473	41565	126443
2474	41582	126427
2475	41596	126403
2476	41618	126402
2477	41636	126388
2478	41645	126346
2479	41663	126334
2480	41692	126355
2481	41712	126347
2482	41732	126341
2483	41751	126331
2484	41782	126356
2485	41814	126385
2486	41834	126378
2487	41850	126359
2488	41868	126345
2489	41884	126327
2490	41901	126310
2491	41915	126285
2492	41931	126263
2493	41946	126244
2494	41963	126226
2495	41978	126204
2496	41985	126158
2497	41993	126115
2498	42016	126117
2499	42042	126127
2500	42050	126085
2501	42078	126099
2502	42105	126115
2503	42126	126110
2504	42142	126092
2505	42162	126083
2506	42176	126058
2507	42205	126078
2508	42233	126094
2509	42251	126081
2510	42284	126111
2511	42310	126121
2512	42329	126111
2513	42345	126092
2514	42360	126072
2515	42392	126099
2516	42431	126148
2517	42465	126182
2518	42497	126211
2519	42510	126182
2520	42535	126187
2521	42542	126142
2522	42559	126125
2523	42567	126082
2524	42584	126065
2525	42612	126084
2526	42630	126070
2527	42647	126054
2528	42665	126040
2529	42681	126019
2530	42698	126002
2531	42713	125981
2532	42737	125984
2533	42759	125982
2534	42777	125969
2535	42797	125961
2536	42816	125952
2537	42832	125931
2538	42839	125886
2539	42857	125871
2540	42875	125859
2541	42884	125818
2542	42899	125796
2543	42917	125783
2544	42941	125787
2545	42965	125791
2546	42981	125773
2547	43001	125764
2548	43029	125780
2549	43058	125799
2550	43074	125780
2551	43091	125761
2552	43098	125715
2553	43121	125717
2554	43142	125711
2555	43168	125722
2556	43185	125705
2557	43213	125722
2558	43239	125729
2559	43267	125746
2560	43287	125738
2561	43304	125723
2562	43328	125725
2563	43346	125712
2564	43363	125695
2565	43385	125693
2566	43401	125674
2567	43417	125655
2568	43441	125658
2569	43461	125650
2570	43479	125637
2571	43497	125621
2572	43517	125613
2573	43536	125602
2574	43552	125583
2575	43568	125564
2576	43592	125568
2577	43611	125556
2578	43630	125544
2579	43648	125533
2580	43667	125519
2581	43690	125521
2582	43710	125512
2583	43726	125493
2584	43745	125484
2585	43775	125504
2586	43798	125504
2587	43814	125484
2588	43829	125462
2589	43844	125439
2590	43866	125435
2591	43886	125429
2592	43906	125421
2593	43927	125415
2594	43955	125428
2595	43976	125423
2596	43997	125420
2597	44009	125387
2598	44030	125383
2599	44048	125369
2600	44064	125348
2601	44081	125332
2602	44108	125343
2603	44126	125330
2604	44145	125317
2605	44163	125304
2606	44184	125300
2607	44203	125289
2608	44220	125270
2609	44242	125268
2610	44262	125260
2611	44281	125250
2612	44301	125242
2613	44318	125223
2614	44344	125232
2615	44367	125232
2616	44396	125249
2617	44421	125255
2618	44436	125233
2619	44458	125231
2620	44479	125225
2621	44497	125210
2622	44515	125195
2623	44532	125179
2624	44549	125163
2625	44568	125151
2626	44586	125137
2627	44608	125133
2628	44620	125103
2629	44636	125083
2630	44653	125067
2631	44673	125057
2632	44687	125034
2633	44707	125024
2634	44723	125006
2635	44742	124993
2636	44763	124987
2637	44788	124992
2638	44806	124978
2639	44822	124959
2640	44839	124941
2641	44860	124936
2642	44883	124937
2643	44898	124915
2644	44916	124900
2645	44935	124888
2646	44952	124872
2647	44969	124855
2648	44994	124860
2649	45012	124846
2650	45039	124855
2651	45068	124872
2652	45087	124861
2653	45108	124856
2654	45128	124847
2655	45146	124831
2656	45164	124817
2657	45184	124810
2658	45204	124801
2659	45221	124785
2660	45254	124810
2661	45284	124828
2662	45300	124809
2663	45316	124789
2664	45331	124767
2665	45347	124748
2666	45363	124729
2667	45381	124713
2668	45397	124694
2669	45415	124679
2670	45434	124669
2671	45452	124655
2672	45479	124665
2673	45501	124660
2674	45521	124651
2675	45541	124644
2676	45558	124627
2677	45584	124634
2678	45602	124618
2679	45617	124597
2680	45633	124578
2681	45650	124561
2682	45675	124564
2683	45698	124564
2684	45720	124560
2685	45744	124561
2686	45761	124546
2687	45789	124559
2688	45815	124565
2689	45833	124552
2690	45861	124564
2691	45884	124562
2692	45917	124589
2693	45938	124582
2694	45973	124614
2695	45996	124612
2696	46018	124609
2697	46046	124621
2698	46066	124614
2699	46084	124598
2700	46100	124577
2701	46115	124557
2702	46135	124546
2703	46162	124556
2704	46177	124533
2705	46202	124539
2706	46228	124546
2707	46246	124530
2708	46266	124520
2709	46282	124502
2710	46304	124496
2711	46320	124477
2712	46343	124475
2713	46359	124456
2714	46382	124454
2715	46399	124437
2716	46416	124421
2717	46445	124434
2718	46468	124435
2719	46491	124432
2720	46509	124418
2721	46527	124402
2722	46543	124383
2723	46565	124380
2724	46585	124370
2725	46610	124373
2726	46629	124362
2727	46650	124354
2728	46680	124373
2729	46708	124385
2730	46735	124393
2731	46753	124378
2732	46769	124359
2733	46788	124346
2734	46815	124356
2735	46832	124339
2736	46857	124343
2737	46876	124330
2738	46900	124330
2739	46935	124362
2740	46957	124356
2741	46975	124343
2742	47002	124352
2743	47026	124353
2744	47044	124338
2745	47060	124318
2746	47081	124309
2747	47098	124293
2748	47114	124274
2749	47133	124262
2750	47151	124246
2751	47172	124240
2752	47193	124232
2753	47213	124221
2754	47230	124206
2755	47250	124195
2756	47268	124180
2757	47287	124168
2758	47313	124174
2759	47334	124166
2760	47355	124159
2761	47376	124153
2762	47398	124148
2763	47415	124130
2764	47432	124114
2765	47451	124101
2766	47467	124081
2767	47489	124076
2768	47511	124071
2769	47531	124061
2770	47565	124088
2771	47589	124089
2772	47608	124078
2773	47625	124059
2774	47645	124049
2775	47661	124029
2776	47677	124008
2777	47694	123993
2778	47718	123991
2779	47739	123984
2780	47765	123991
2781	47784	123977
2782	47802	123962
2783	47824	123959
2784	47842	123944
2785	47860	123930
2786	47869	123889
2787	47886	123873
2788	47909	123869
2789	47937	123880
2790	47952	123858
2791	47969	123840
2792	47986	123822
2793	48011	123827
2794	48029	123811
2795	48046	123794
2796	48062	123774
2797	48084	123769
2798	48104	123759
2799	48124	123747
2800	48146	123743
2801	48163	123726
2802	48179	123705
2803	48198	123693
2804	48219	123684
2805	48237	123671
2806	48254	123652
2807	48279	123655
2808	48294	123633
2809	48321	123639
2810	48343	123635
2811	48362	123623
2812	48373	123590
2813	48380	123546
2814	48396	123527
2815	48422	123532
2816	48446	123533
2817	48466	123522
2818	48483	123505
2819	48503	123493
2820	48520	123476
2821	48536	123456
2822	48552	123437
2823	48576	123435
2824	48598	123431
2825	48629	123450
2826	48663	123474
2827	48695	123495
2828	48726	123513
2829	48754	123522
2830	48762	123481
2831	48785	123479
2832	48804	123466
2833	48820	123445
2834	48827	123404
2835	48848	123395
2836	48865	123378
2837	48879	123353
2838	48896	123335
2839	48914	123320
2840	48930	123300
2841	48960	123315
2842	48985	123316
2843	49001	123295
2844	49029	123306
2845	49048	123292
2846	49068	123283
2847	49088	123273
2848	49106	123257
2849	49125	123244
2850	49146	123235
2851	49165	123224
2852	49184	123211
2853	49201	123192
2854	49217	123172
2855	49234	123154
2856	49251	123138
2857	49268	123118
2858	49285	123102
2859	49301	123081
2860	49324	123078
2861	49348	123079
2862	49366	123062
2863	49387	123053
2864	49404	123037
2865	49427	123034
2866	49447	123023
2867	49472	123026
2868	49489	123008
2869	49512	123003
2870	49532	122995
2871	49556	122994
2872	49578	122987
2873	49601	122984
2874	49620	122973
2875	49639	122960
2876	49662	122955
2877	49680	122940
2878	49696	122921
2879	49712	122900
2880	49728	122878
2881	49743	122858
2882	49761	122842
2883	49778	122823
2884	49796	122809
2885	49823	122814
2886	49841	122799
2887	49858	122782
2888	49875	122764
2889	49894	122751
2890	49913	122737
2891	49930	122719
2892	49952	122715
2893	49975	122710
2894	49996	122701
2895	50012	122681
2896	50029	122664
2897	50050	122655
2898	50065	122632
2899	50081	122612
2900	50097	122594
2901	50114	122575
2902	50131	122556
2903	50148	122539
2904	50167	122527
2905	50184	122508
2906	50201	122489
2907	50217	122470
2908	50233	122448
2909	50252	122436
2910	50269	122417
2911	50286	122400
2912	50306	122391
2913	50335	122402
2914	50361	122404
2915	50381	122394
2916	50400	122382
2917	50419	122369
2918	50435	122348
2919	50452	122330
2920	50480	122337
2921	50497	122320
2922	50527	122334
2923	50548	122326
2924	50565	122308
2925	50588	122304
2926	50612	122303
2927	50629	122285
2928	50659	122299
2929	50681	122292
2930	50701	122282
2931	50726	122283
2932	50746	122273
2933	50766	122260
2934	50782	122242
2935	50803	122233
2936	50821	122217
2937	50842	122207
2938	50859	122189
2939	50878	122176
2940	50902	122177
2941	50922	122166
2942	50938	122145
2943	50960	122138
2944	50977	122119
2945	50995	122105
2946	51012	122087
2947	51032	122075
2948	51049	122057
2949	51065	122038
2950	51084	122023
2951	51104	122012
2952	51126	122007
2953	51142	121988
2954	51156	121961
2955	51176	121950
2956	51199	121946
2957	51213	121922
2958	51229	121900
2959	51247	121886
2960	51267	121874
2961	51288	121866
2962	51310	121859
2963	51328	121844
2964	51346	121829
2965	51366	121817
2966	51383	121798
2967	51406	121795
2968	51435	121806
2969	51451	121785
2970	51473	121779
2971	51497	121777
2972	51513	121758
2973	51530	121738
2974	51546	121719
2975	51567	121709
2976	51585	121694
2977	51603	121680
2978	51621	121664
2979	51638	121645
2980	51662	121644
2981	51684	121637
2982	51708	121635
2983	51733	121636
2984	51749	121616
2985	51766	121598
2986	51790	121596
2987	51811	121586
2988	51829	121570
2989	51846	121552
2990	51864	121536
2991	51880	121517
2992	51899	121502
2993	51918	121490
2994	51934	121469
2995	51951	121452
2996	51973	121445
2997	51990	121426
2998	52013	121421
2999	52033	121410
3000	52065	121427
3001	52087	121420
3002	52103	121400
3003	52121	121385
3004	52136	121362
3005	52154	121346
3006	52171	121327
3007	52189	121311
3008	52206	121294
3009	52222	121274
3010	52246	121271
3011	52280	121294
3012	52304	121292
3013	52328	121289
3014	52346	121274
3015	52362	121252
3016	52384	121247
3017	52411	121251
3018	52432	121243
3019	52453	121233
3020	52473	121223
3021	52493	121210
3022	52513	121199
3023	52531	121183
3024	52553	121177
3025	52574	121167
3026	52590	121148
3027	52607	121129
3028	52624	121111
3029	52652	121117
3030	52673	121108
3031	52691	121094
3032	52719	121099
3033	52750	121113
3034	52765	121091
3035	52782	121073
3036	52802	121060
3037	52819	121043
3038	52836	121025
3039	52851	121003
3040	52870	120988
3041	52899	120998
3042	52916	120979
3043	52941	120979
3044	52972	120994
3045	52993	120984
3046	53013	120972
3047	53033	120960
3048	53052	120946
3049	53068	120927
3050	53088	120914
3051	53104	120895
3052	53119	120870
3053	53140	120861
3054	53159	120849
3055	53176	120831
3056	53192	120810
3057	53215	120804
3058	53242	120808
3059	53260	120793
3060	53277	120774
3061	53299	120767
3062	53322	120762
3063	53351	120771
3064	53381	120782
3065	53408	120787
3066	53430	120781
3067	53449	120765
3068	53467	120750
3069	53494	120755
3070	53525	120767
3071	53541	120747
3072	53559	120730
3073	53575	120711
3074	53596	120700
3075	53610	120676
3076	53628	120660
3077	53648	120648
3078	53678	120659
3079	53695	120640
3080	53718	120634
3081	53735	120618
3082	53755	120605
3083	53781	120606
3084	53804	120602
3085	53822	120585
3086	53841	120573
3087	53863	120564
3088	53881	120548
3089	53901	120536
3090	53920	120524
3091	53936	120502
3092	53957	120491
3093	53978	120484
3094	53998	120472
3095	54016	120455
3096	54033	120437
3097	54062	120446
3098	54080	120429
3099	54096	120407
3100	54121	120406
3101	54145	120404
3102	54162	120387
3103	54181	120372
3104	54198	120354
3105	54216	120337
3106	54238	120329
3107	54261	120325
3108	54285	120321
3109	54301	120300
3110	54323	120293
3111	54341	120277
3112	54360	120263
3113	54384	120261
3114	54403	120246
3115	54418	120224
3116	54433	120201
3117	54450	120182
3118	54469	120167
3119	54493	120165
3120	54512	120150
3121	54531	120136
3122	54550	120122
3123	54568	120107
3124	54586	120089
3125	54613	120092
3126	54639	120095
3127	54661	120086
3128	54677	120066
3129	54701	120063
3130	54723	120055
3131	54742	120041
3132	54768	120044
3133	54787	120029
3134	54804	120010
3135	54822	119993
3136	54839	119975
3137	54857	119960
3138	54874	119939
3139	54890	119919
3140	54908	119903
3141	54923	119879
3142	54938	119857
3143	54956	119841
3144	54972	119820
3145	54990	119805
3146	55010	119792
3147	55033	119786
3148	55051	119770
3149	55076	119768
3150	55105	119776
3151	55128	119771
3152	55150	119762
3153	55175	119763
3154	55193	119746
3155	55213	119733
3156	55230	119715
3157	55248	119698
3158	55266	119683
3159	55283	119665
3160	55302	119650
3161	55324	119642
3162	55350	119643
3163	55379	119650
3164	55402	119645
3165	55425	119638
3166	55440	119616
3167	55455	119594
3168	55473	119576
3169	55501	119581
3170	55528	119585
3171	55549	119575
3172	55566	119556
3173	55593	119558
3174	55612	119544
3175	55631	119529
3176	55647	119509
3177	55669	119501
3178	55687	119485
3179	55705	119468
3180	55722	119450
3181	55741	119436
3182	55765	119432
3183	55784	119417
3184	55810	119419
3185	55828	119403
3186	55844	119382
3187	55863	119366
3188	55881	119349
3189	55900	119336
3190	55920	119324
3191	55938	119306
3192	55961	119302
3193	55982	119291
3194	55997	119267
3195	56024	119270
3196	56056	119285
3197	56077	119273
3198	56103	119274
3199	56125	119266
3200	56142	119248
3201	56161	119232
3202	56182	119224
3203	56210	119228
3204	56232	119219
3205	56250	119202
3206	56267	119184
3207	56289	119175
3208	56311	119167
3209	56327	119147
3210	56343	119127
3211	56373	119135
3212	56402	119141
3213	56418	119121
3214	56434	119100
3215	56456	119092
3216	56473	119072
3217	56488	119051
3218	56516	119055
3219	56534	119038
3220	56553	119024
3221	56575	119016
