iter	Passed	Remaining
405	6821	161202
406	6841	161250
407	6857	161219
408	6872	161148
409	6886	161080
410	6905	161120
411	6920	161056
412	6935	160995
413	6954	161019
414	6970	161002
415	6986	160966
416	7003	160936
417	7017	160865
418	7033	160832
419	7049	160788
420	7067	160800
421	7077	160643
422	7093	160594
423	7107	160523
424	7124	160506
425	7139	160456
426	7154	160390
427	7171	160396
428	7186	160337
429	7201	160282
430	7218	160259
431	7233	160211
432	7249	160176
433	7264	160114
434	7279	160057
435	7296	160055
436	7313	160042
437	7328	159995
438	7344	159951
439	7361	159944
440	7377	159913
441	7393	159870
442	7410	159869
443	7428	159885
444	7446	159890
445	7463	159885
446	7485	159980
447	7505	160030
448	7523	160036
449	7539	159998
450	7556	159993
451	7574	159999
452	7590	159979
453	7606	159927
454	7622	159905
455	7639	159885
456	7654	159848
457	7672	159848
458	7688	159810
459	7703	159771
460	7720	159757
461	7737	159736
462	7751	159674
463	7767	159643
464	7784	159632
465	7801	159618
466	7820	159648
467	7837	159633
468	7852	159577
469	7867	159533
470	7884	159510
471	7902	159520
472	7917	159473
473	7933	159431
474	7943	159288
475	7959	159256
476	7976	159249
477	7995	159266
478	8020	159419
479	8042	159504
480	8060	159512
481	8076	159494
482	8094	159499
483	8113	159512
484	8130	159512
485	8149	159542
486	8164	159476
487	8180	159445
488	8198	159464
489	8217	159487
490	8235	159500
491	8253	159504
492	8269	159469
493	8285	159445
494	8302	159419
495	8320	159439
496	8336	159406
497	8353	159382
498	8368	159337
499	8384	159306
500	8400	159276
501	8417	159261
502	8434	159254
503	8452	159257
504	8468	159224
505	8487	159246
506	8506	159269
507	8524	159286
508	8541	159266
509	8557	159243
510	8575	159245
511	8591	159215
512	8609	159213
513	8625	159180
514	8641	159160
515	8657	159116
516	8674	159112
517	8691	159099
518	8709	159110
519	8718	158948
520	8734	158906
521	8749	158857
522	8768	158883
523	8786	158899
524	8806	158933
525	8826	158971
526	8844	158991
527	8861	158975
528	8877	158942
529	8895	158938
530	8912	158934
531	8927	158882
532	8944	158876
533	8961	158861
534	8978	158844
535	8994	158813
536	9010	158777
537	9028	158785
538	9045	158775
539	9059	158712
540	9074	158669
541	9090	158635
542	9106	158601
543	9122	158573
544	9139	158549
545	9154	158518
546	9171	158490
547	9185	158440
548	9203	158429
549	9219	158408
550	9242	158504
551	9264	158570
552	9280	158540
553	9296	158511
554	9313	158498
555	9334	158549
556	9351	158532
557	9367	158509
558	9385	158512
559	9401	158484
560	9420	158502
561	9439	158516
562	9459	158564
563	9477	158567
564	9506	158749
565	9530	158858
566	9552	158925
567	9573	158970
568	9591	158984
569	9612	159033
570	9633	159083
571	9652	159089
572	9668	159071
573	9687	159083
574	9704	159062
575	9725	159115
576	9744	159142
577	9774	159336
578	9800	159462
579	9821	159519
580	9850	159692
581	9884	159959
582	9904	159991
583	9926	160045
584	9944	160054
585	9966	160108
586	9986	160149
587	10009	160225
588	10030	160266
589	10049	160276
590	10068	160295
591	10086	160294
592	10106	160320
593	10128	160384
594	10147	160395
595	10171	160486
596	10199	160651
597	10223	160739
598	10242	160753
599	10258	160722
600	10276	160709
601	10296	160734
602	10315	160747
603	10336	160801
604	10357	160845
605	10376	160854
606	10393	160840
607	10411	160827
608	10429	160828
609	10449	160856
610	10474	160955
611	10495	161000
612	10513	161000
613	10534	161029
614	10557	161109
615	10578	161153
616	10594	161119
617	10612	161108
618	10632	161139
619	10649	161120
620	10671	161175
621	10694	161237
622	10714	161261
623	10734	161299
624	10754	161320
625	10775	161358
626	10796	161403
627	10817	161436
628	10835	161426
629	10854	161442
630	10874	161458
631	10894	161493
632	10918	161570
633	10936	161560
634	10953	161542
635	10969	161510
636	10984	161463
637	11003	161462
638	11025	161523
639	11042	161489
640	11062	161516
641	11077	161467
642	11095	161458
643	11111	161424
644	11133	161484
645	11154	161520
646	11177	161587
647	11193	161552
648	11210	161523
649	11226	161491
650	11237	161383
651	11257	161403
652	11279	161447
653	11297	161444
654	11315	161437
655	11331	161402
656	11348	161383
657	11365	161362
658	11382	161343
659	11401	161343
660	11420	161353
661	11437	161340
662	11453	161300
663	11474	161327
664	11493	161342
665	11512	161345
666	11531	161354
667	11549	161341
668	11566	161330
669	11581	161280
670	11601	161291
671	11616	161241
672	11631	161192
673	11648	161181
674	11668	161195
675	11684	161166
676	11705	161200
677	11722	161178
678	11741	161181
679	11760	161187
680	11777	161171
681	11798	161206
682	11819	161226
683	11836	161210
684	11848	161120
685	11870	161169
686	11890	161182
687	11913	161250
688	11932	161256
689	11949	161226
690	11967	161226
691	11991	161302
692	12011	161318
693	12028	161293
694	12046	161281
695	12064	161272
696	12081	161255
697	12101	161272
698	12117	161232
699	12133	161208
700	12155	161242
701	12171	161208
702	12191	161229
703	12208	161210
704	12228	161222
705	12243	161181
706	12259	161136
707	12278	161145
708	12294	161116
709	12313	161121
710	12330	161100
711	12348	161083
712	12364	161048
713	12382	161039
714	12401	161043
715	12423	161087
716	12439	161060
717	12461	161100
718	12482	161128
719	12500	161112
720	12518	161109
721	12535	161089
722	12553	161077
723	12570	161053
724	12589	161054
725	12608	161059
726	12623	161012
727	12639	160986
728	12665	161072
729	12683	161064
730	12703	161080
731	12720	161061
732	12736	161019
733	12753	160994
734	12770	160979
735	12787	160954
736	12805	160943
737	12819	160885
738	12834	160836
739	12852	160830
740	12871	160830
741	12892	160856
742	12910	160851
743	12928	160838
744	12946	160836
745	12973	160936
746	12995	160972
747	13018	161031
748	13035	161006
749	13053	160995
750	13073	161011
751	13095	161045
752	13116	161068
753	13136	161092
754	13154	161072
755	13171	161057
756	13193	161094
757	13211	161078
758	13227	161048
759	13244	161029
760	13263	161022
761	13282	161028
762	13303	161048
763	13320	161032
764	13339	161029
765	13355	161001
766	13372	160981
767	13389	160956
768	13406	160927
769	13427	160956
770	13446	160958
771	13462	160926
772	13478	160886
773	13497	160893
774	13515	160879
775	13533	160871
776	13553	160874
777	13569	160848
778	13586	160823
779	13605	160822
780	13622	160800
781	13641	160805
782	13660	160806
783	13679	160798
784	13700	160829
785	13716	160793
786	13730	160737
787	13747	160716
788	13765	160706
789	13786	160725
790	13804	160719
791	13820	160685
792	13835	160637
793	13858	160676
794	13875	160661
795	13896	160684
796	13918	160714
797	13932	160661
798	13947	160620
799	13966	160613
800	13984	160609
801	14003	160603
802	14021	160593
803	14037	160561
804	14058	160579
805	14076	160564
806	14092	160534
807	14110	160527
808	14126	160495
809	14148	160526
810	14170	160558
811	14191	160586
812	14211	160589
813	14227	160552
814	14244	160538
815	14263	160538
816	14284	160561
817	14303	160558
818	14321	160545
819	14343	160581
820	14366	160617
821	14385	160620
822	14408	160669
823	14442	160828
824	14465	160868
825	14485	160880
826	14504	160886
827	14521	160860
828	14539	160843
829	14561	160876
830	14579	160863
831	14597	160853
832	14619	160887
833	14637	160867
834	14655	160855
835	14671	160819
836	14688	160797
837	14703	160753
838	14719	160722
839	14736	160702
840	14753	160676
841	14768	160627
842	14788	160636
843	14806	160628
844	14828	160660
845	14848	160663
846	14865	160644
847	14879	160587
848	14897	160572
849	14916	160569
850	14937	160591
851	14955	160575
852	14972	160553
853	14991	160554
854	15011	160558
855	15031	160568
856	15047	160540
857	15065	160523
858	15083	160511
859	15100	160488
860	15117	160464
861	15137	160473
862	15157	160484
863	15175	160471
864	15195	160477
865	15214	160472
866	15232	160457
867	15254	160493
868	15274	160497
869	15291	160478
870	15309	160460
871	15327	160448
872	15346	160440
873	15365	160437
874	15383	160428
875	15405	160454
876	15425	160467
877	15443	160445
878	15465	160481
879	15487	160511
880	15507	160510
881	15528	160534
882	15546	160514
883	15565	160513
884	15586	160529
885	15601	160491
886	15618	160459
887	15637	160456
888	15654	160439
889	15677	160475
890	15692	160431
891	15708	160398
892	15732	160440
893	15751	160440
894	15767	160405
895	15784	160382
896	15802	160363
897	15819	160341
898	15836	160322
899	15858	160346
900	15876	160335
901	15891	160291
902	15911	160294
903	15927	160259
904	15945	160247
905	15963	160236
906	15983	160235
907	15998	160192
908	16017	160195
909	16036	160190
910	16054	160170
911	16069	160135
912	16086	160110
913	16105	160104
914	16122	160081
915	16143	160091
916	16158	160056
917	16177	160049
918	16195	160030
919	16214	160026
920	16232	160014
921	16258	160080
922	16280	160108
923	16298	160096
924	16320	160116
925	16340	160120
926	16357	160100
927	16374	160077
928	16391	160055
929	16411	160060
930	16430	160047
931	16448	160035
932	16465	160016
933	16481	159984
934	16499	159970
935	16524	160016
936	16546	160045
937	16568	160071
938	16585	160042
939	16604	160041
940	16621	160017
941	16637	159986
942	16658	159996
943	16683	160045
944	16705	160076
945	16723	160061
946	16744	160068
947	16760	160038
948	16780	160040
949	16797	160014
950	16816	160016
951	16834	160000
952	16852	159984
953	16871	159981
954	16887	159946
955	16904	159920
956	16921	159893
957	16938	159870
958	16955	159851
959	16972	159825
960	16992	159833
961	17008	159798
962	17025	159774
963	17044	159766
964	17062	159750
965	17086	159794
966	17102	159757
967	17119	159735
968	17136	159706
969	17154	159693
970	17171	159673
971	17188	159645
972	17204	159616
973	17221	159586
974	17239	159573
975	17255	159546
976	17276	159559
977	17294	159540
978	17309	159501
979	17327	159484
980	17348	159493
981	17365	159473
982	17385	159475
983	17402	159454
984	17419	159430
985	17438	159418
986	17454	159389
987	17472	159376
988	17490	159357
989	17506	159324
990	17522	159291
991	17540	159280
992	17554	159230
993	17578	159267
994	17596	159257
995	17617	159261
996	17632	159219
997	17650	159212
998	17667	159187
999	17683	159154
1000	17699	159122
1001	17717	159102
1002	17733	159069
1003	17752	159063
1004	17770	159046
1005	17786	159015
1006	17809	159044
1007	17826	159027
1008	17842	158988
1009	17864	159012
1010	17884	159015
1011	17900	158984
1012	17918	158962
1013	17938	158974
1014	17955	158945
1015	17972	158919
1016	17994	158940
1017	18014	158944
1018	18033	158939
1019	18053	158940
1020	18072	158931
1021	18092	158934
1022	18111	158928
1023	18133	158949
1024	18156	158983
1025	18174	158966
1026	18191	158936
1027	18208	158915
1028	18224	158883
1029	18242	158870
1030	18261	158865
1031	18279	158844
1032	18296	158823
1033	18315	158815
1034	18332	158795
1035	18350	158781
1036	18368	158762
1037	18384	158733
1038	18403	158723
1039	18418	158685
1040	18435	158660
1041	18452	158632
1042	18469	158614
1043	18486	158587
1044	18503	158564
1045	18520	158538
1046	18538	158520
1047	18555	158503
1048	18574	158490
1049	18595	158507
1050	18616	158513
1051	18631	158477
1052	18647	158444
1053	18663	158408
1054	18679	158380
1055	18696	158356
1056	18714	158337
1057	18733	158332
1058	18750	158304
1059	18767	158286
1060	18785	158268
1061	18802	158246
1062	18829	158303
1063	18848	158299
1064	18867	158293
1065	18888	158299
1066	18906	158283
1067	18925	158279
1068	18942	158259
1069	18959	158234
1070	18979	158231
1071	18995	158199
1072	19012	158178
1073	19031	158168
1074	19050	158160
1075	19067	158142
1076	19082	158099
1077	19105	158123
1078	19120	158088
1079	19136	158050
1080	19158	158067
1081	19176	158053
1082	19201	158100
1083	19219	158080
1084	19237	158065
1085	19259	158083
1086	19278	158072
1087	19296	158060
1088	19317	158066
1089	19336	158060
1090	19355	158058
1091	19375	158053
1092	19391	158025
1093	19407	157989
1094	19423	157961
1095	19446	157989
1096	19469	158007
1097	19483	157964
1098	19504	157971
1099	19520	157941
1100	19536	157908
1101	19551	157868
1102	19571	157866
1103	19589	157852
1104	19606	157830
1105	19623	157803
1106	19640	157779
1107	19656	157751
1108	19677	157758
1109	19699	157777
1110	19718	157769
1111	19737	157754
1112	19757	157758
1113	19780	157786
1114	19801	157792
1115	19822	157797
1116	19841	157791
1117	19859	157773
1118	19879	157778
1119	19902	157795
1120	19918	157768
1121	19938	157769
1122	19958	157768
1123	19976	157748
1124	19994	157730
1125	20011	157713
1126	20034	157732
1127	20051	157707
1128	20070	157700
1129	20089	157691
1130	20115	157739
1131	20134	157733
1132	20153	157727
1133	20174	157730
1134	20191	157706
1135	20207	157674
1136	20228	157678
1137	20246	157666
1138	20265	157658
1139	20281	157628
1140	20298	157604
1141	20315	157580
1142	20333	157558
1143	20350	157538
1144	20369	157530
1145	20394	157571
1146	20413	157557
1147	20432	157547
1148	20447	157514
1149	20467	157508
1150	20487	157512
1151	20504	157486
1152	20532	157550
1153	20551	157535
1154	20568	157511
1155	20586	157498
1156	20605	157485
1157	20632	157540
1158	20655	157561
1159	20679	157594
1160	20703	157619
1161	20721	157604
1162	20739	157591
1163	20756	157561
1164	20771	157524
1165	20787	157489
1166	20803	157462
1167	20820	157438
1168	20844	157464
1169	20860	157433
1170	20876	157399
1171	20893	157378
1172	20910	157356
1173	20933	157372
1174	20949	157341
1175	20969	157340
1176	20985	157307
1177	21011	157352
1178	21030	157346
1179	21048	157327
1180	21068	157323
1181	21085	157299
1182	21101	157274
1183	21120	157265
1184	21137	157237
1185	21157	157235
1186	21175	157216
1187	21191	157186
1188	21206	157150
1189	21228	157160
1190	21246	157149
1191	21259	157090
1192	21275	157061
1193	21297	157073
1194	21317	157068
1195	21337	157070
1196	21360	157092
1197	21377	157066
1198	21397	157060
1199	21413	157034
1200	21431	157012
1201	21448	156992
1202	21464	156957
1203	21480	156926
1204	21498	156915
1205	21518	156911
1206	21537	156904
1207	21557	156901
1208	21583	156940
1209	21598	156901
1210	21615	156877
1211	21643	156932
1212	21665	156943
1213	21683	156928
1214	21703	156926
1215	21725	156935
1216	21744	156931
1217	21765	156931
1218	21782	156909
1219	21798	156878
1220	21817	156871
1221	21835	156850
1222	21854	156839
1223	21876	156851
1224	21894	156836
1225	21915	156838
1226	21932	156816
1227	21951	156806
1228	21970	156796
1229	21987	156772
1230	22006	156759
1231	22019	156711
1232	22037	156695
1233	22056	156685
1234	22077	156686
1235	22099	156695
1236	22118	156688
1237	22135	156665
1238	22152	156641
1239	22173	156646
1240	22194	156647
1241	22218	156673
1242	22235	156651
1243	22252	156629
1244	22272	156620
1245	22294	156633
1246	22313	156624
1247	22335	156631
1248	22353	156620
1249	22373	156612
1250	22390	156587
1251	22409	156583
1252	22426	156553
1253	22440	156510
1254	22459	156500
1255	22480	156505
1256	22497	156481
1257	22514	156452
1258	22532	156435
1259	22549	156415
1260	22566	156391
1261	22581	156355
1262	22599	156334
1263	22617	156318
1264	22636	156306
1265	22654	156291
1266	22675	156292
1267	22696	156297
1268	22714	156279
1269	22732	156261
1270	22749	156238
1271	22764	156203
1272	22781	156177
1273	22800	156165
1274	22820	156165
1275	22842	156172
1276	22860	156157
1277	22876	156127
1278	22892	156092
1279	22908	156067
1280	22927	156051
1281	22944	156030
1282	22960	155997
1283	22984	156022
1284	23002	156004
1285	23020	155985
1286	23037	155962
1287	23055	155949
1288	23073	155928
1289	23090	155905
1290	23105	155867
1291	23122	155841
1292	23140	155828
1293	23162	155838
1294	23179	155810
1295	23198	155800
1296	23218	155801
1297	23240	155804
1298	23255	155770
1299	23274	155760
1300	23292	155744
1301	23309	155720
1302	23332	155735
1303	23348	155705
1304	23366	155684
1305	23389	155702
1306	23405	155669
1307	23419	155630
1308	23436	155602
1309	23452	155577
1310	23472	155566
1311	23485	155522
1312	23503	155500
1313	23521	155483
1314	23536	155451
1315	23561	155474
1316	23579	155462
1317	23602	155472
1318	23619	155454
1319	23638	155440
1320	23660	155453
1321	23686	155482
1322	23704	155466
1323	23720	155438
1324	23735	155403
1325	23752	155377
1326	23768	155346
1327	23786	155327
1328	23803	155306
1329	23821	155284
1330	23840	155279
1331	23858	155259
1332	23873	155224
1333	23892	155213
1334	23909	155186
1335	23927	155171
1336	23944	155148
1337	23961	155121
1338	23979	155107
1339	23998	155091
1340	24018	155087
1341	24037	155076
1342	24057	155072
1343	24073	155042
1344	24092	155032
1345	24113	155032
1346	24130	155015
1347	24150	155005
1348	24166	154979
1349	24183	154952
1350	24201	154939
1351	24217	154906
1352	24236	154895
1353	24257	154895
1354	24276	154884
1355	24294	154866
1356	24309	154833
1357	24328	154820
1358	24346	154802
1359	24361	154768
1360	24378	154743
1361	24396	154726
1362	24412	154698
1363	24428	154663
1364	24447	154655
1365	24465	154640
1366	24481	154605
1367	24499	154589
1368	24517	154571
1369	24532	154535
1370	24551	154526
1371	24568	154501
1372	24583	154468
1373	24603	154463
1374	24619	154434
1375	24647	154478
1376	24666	154464
1377	24692	154500
1378	24711	154490
1379	24730	154475
1380	24748	154460
1381	24767	154444
1382	24786	154435
1383	24804	154420
1384	24820	154391
1385	24840	154385
1386	24856	154354
1387	24873	154331
1388	24885	154275
1389	24903	154257
1390	24923	154251
1391	24943	154250
1392	24964	154252
1393	24982	154230
1394	25002	154224
1395	25020	154211
1396	25042	154214
1397	25060	154196
1398	25079	154190
1399	25095	154156
1400	25111	154129
1401	25129	154112
1402	25144	154076
1403	25163	154065
1404	25179	154036
1405	25197	154016
1406	25212	153981
1407	25228	153949
1408	25246	153932
1409	25264	153915
1410	25281	153894
1411	25299	153876
1412	25322	153885
1413	25338	153859
1414	25354	153828
1415	25376	153834
1416	25396	153832
1417	25414	153814
1418	25430	153784
1419	25446	153753
1420	25462	153724
1421	25484	153733
1422	25507	153747
1423	25522	153709
1424	25537	153673
1425	25558	153675
1426	25578	153668
1427	25600	153674
1428	25616	153645
1429	25636	153638
1430	25654	153625
1431	25670	153595
1432	25690	153588
1433	25708	153568
1434	25727	153558
1435	25749	153566
1436	25767	153545
1437	25786	153534
1438	25804	153515
1439	25826	153522
1440	25845	153511
1441	25863	153493
1442	25884	153497
1443	25904	153490
1444	25921	153465
1445	25940	153454
1446	25961	153453
1447	25982	153452
1448	26001	153442
1449	26020	153429
1450	26040	153423
1451	26060	153422
1452	26078	153404
1453	26096	153382
1454	26117	153386
1455	26140	153394
1456	26158	153377
1457	26175	153357
1458	26192	153334
1459	26214	153334
1460	26235	153336
1461	26251	153309
1462	26267	153279
1463	26288	153276
1464	26303	153242
1465	26320	153220
1466	26336	153192
1467	26353	153168
1468	26369	153135
1469	26392	153147
1470	26408	153119
1471	26429	153119
1472	26448	153105
1473	26464	153079
1474	26481	153056
1475	26498	153031
1476	26515	153007
1477	26532	152981
1478	26549	152960
1479	26568	152945
1480	26589	152946
1481	26606	152927
1482	26626	152918
1483	26646	152909
1484	26662	152885
1485	26679	152860
1486	26696	152837
1487	26704	152763
1488	26724	152757
1489	26746	152762
1490	26768	152764
1491	26784	152738
1492	26804	152729
1493	26827	152739
1494	26845	152722
1495	26863	152707
1496	26879	152677
1497	26905	152701
1498	26920	152671
1499	26938	152649
1500	26956	152632
1501	26981	152657
1502	26997	152624
1503	27015	152608
1504	27035	152603
1505	27056	152600
1506	27074	152584
1507	27100	152613
1508	27134	152684
1509	27144	152618
1510	27161	152597
1511	27185	152609
1512	27208	152620
1513	27227	152608
1514	27249	152614
1515	27261	152564
1516	27284	152575
1517	27299	152537
1518	27317	152523
1519	27334	152499
1520	27355	152497
1521	27373	152476
1522	27388	152441
1523	27408	152436
1524	27425	152411
1525	27442	152392
1526	27460	152369
1527	27476	152341
1528	27500	152358
1529	27512	152310
1530	27530	152290
1531	27548	152274
1532	27564	152245
1533	27585	152241
1534	27604	152227
1535	27624	152221
1536	27641	152197
1537	27656	152165
1538	27671	152131
1539	27689	152110
1540	27717	152147
1541	27734	152127
1542	27748	152087
1543	27765	152063
1544	27781	152035
1545	27797	152006
1546	27807	151941
1547	27828	151941
1548	27845	151918
1549	27860	151885
1550	27879	151870
1551	27898	151862
1552	27919	151859
1553	27943	151872
1554	27968	151891
1555	27986	151877
1556	28012	151902
1557	28034	151902
1558	28047	151860
1559	28067	151854
1560	28085	151832
1561	28103	151815
1562	28115	151765
1563	28137	151768
1564	28161	151782
1565	28181	151775
1566	28197	151746
1567	28219	151751
1568	28241	151753
1569	28257	151729
1570	28278	151727
1571	28295	151701
1572	28314	151689
1573	28335	151689
1574	28353	151669
1575	28364	151614
1576	28379	151580
1577	28395	151551
1578	28410	151514
1579	28429	151502
1580	28443	151462
1581	28461	151445
1582	28478	151425
1583	28494	151394
1584	28509	151363
1585	28528	151345
1586	28545	151323
1587	28564	151313
1588	28581	151288
1589	28598	151264
1590	28614	151239
1591	28631	151215
1592	28648	151191
1593	28672	151203
1594	28695	151215
1595	28714	151200
1596	28731	151176
1597	28748	151155
1598	28768	151148
1599	28788	151141
1600	28815	151166
1601	28833	151151
1602	28842	151087
1603	28863	151083
1604	28882	151068
1605	28899	151046
1606	28917	151028
1607	28934	151005
1608	28951	150982
1609	28971	150975
1610	28982	150918
1611	29001	150908
1612	29019	150890
1613	29037	150874
1614	29060	150883
1615	29083	150887
1616	29108	150906
1617	29139	150956
1618	29158	150942
1619	29177	150932
1620	29186	150867
1621	29204	150846
1622	29220	150818
1623	29244	150832
1624	29261	150810
1625	29278	150786
1626	29295	150764
1627	29312	150739
1628	29332	150732
1629	29357	150751
1630	29375	150732
1631	29393	150713
1632	29414	150710
1633	29421	150635
1634	29443	150637
1635	29461	150621
1636	29478	150600
1637	29496	150580
1638	29512	150551
1639	29530	150531
1640	29550	150525
1641	29570	150519
1642	29587	150492
1643	29595	150423
1644	29619	150436
1645	29639	150428
1646	29655	150402
1647	29678	150410
1648	29696	150393
1649	29714	150375
1650	29731	150349
1651	29741	150291
1652	29759	150271
1653	29774	150242
1654	29798	150255
1655	29819	150248
1656	29845	150270
1657	29863	150256
1658	29882	150239
1659	29907	150255
1660	29928	150256
1661	29947	150243
1662	29966	150230
1663	29989	150234
1664	30011	150237
1665	30032	150232
1666	30050	150217
1667	30072	150217
