iter	MAE	RMSE
1340	0.01703014782	0.02555700407
1345	0.01699898629	0.02551729546
1350	0.01698551236	0.02550028736
1355	0.01697339282	0.02547928776
1360	0.01695168638	0.02544633116
1365	0.01692358128	0.02540183743
1370	0.01690705909	0.02537377623
1375	0.01688624624	0.02534424704
1380	0.01687609121	0.02532866138
1385	0.01684879455	0.02528377314
1390	0.01683922864	0.02526885856
1395	0.01682491361	0.02524787728
1400	0.01681556702	0.02523440787
1405	0.01679743729	0.02520908451
1410	0.01677994801	0.02518840515
1415	0.0167682636	0.02517435074
1420	0.0167510753	0.02515166588
1425	0.0167406053	0.02513910493
1430	0.01671321064	0.02510319971
1435	0.01670257965	0.02508924723
1440	0.01668577282	0.02506241139
1445	0.01667112181	0.02504000365
1450	0.01664349384	0.02499950595
1455	0.0166225935	0.02496652491
1460	0.01660609697	0.02494647745
1465	0.01659755648	0.02493455001
1470	0.01658994342	0.02492505807
1475	0.01658091647	0.02491405102
1480	0.01656899408	0.02489908189
1485	0.0165473168	0.02486557767
1490	0.0165305438	0.0248393118
1495	0.01652006563	0.02482785854
1500	0.01650425856	0.02480629412
1505	0.01649071696	0.02478892908
1510	0.01648591068	0.02478288256
1515	0.01646266786	0.02474480903
1520	0.01643530236	0.02470200707
1525	0.01642904952	0.02469299783
1530	0.01642228806	0.02468283995
1535	0.01641143426	0.02467135913
1540	0.0164066863	0.02466479383
1545	0.01640262662	0.02465938362
1550	0.01638879339	0.02464073815
1555	0.01637582575	0.02462194235
1560	0.01636208001	0.02459863543
1565	0.01634437024	0.02457705604
1570	0.01632332758	0.02454271786
1575	0.01631979053	0.02453722874
1580	0.01630359498	0.02451256231
1585	0.01628344358	0.02448686465
1590	0.01627053427	0.02446800353
1595	0.01625315232	0.02444225007
1600	0.01623538189	0.0244119749
1605	0.01622808381	0.02440313794
1610	0.01622659526	0.02440017389
1615	0.01621973464	0.02438635959
1620	0.01620192688	0.02436286023
1625	0.01619352871	0.02435187302
1630	0.01616517746	0.02430749885
1635	0.01615990455	0.02430058247
1640	0.01614367984	0.02427942211
1645	0.01613316084	0.02426579446
1650	0.01613145531	0.02426263484
1655	0.01612644721	0.02425608892
1660	0.01610528555	0.02422679848
1665	0.01609474205	0.02421138787
1670	0.01609132399	0.02420683115
1675	0.01608142444	0.02419398083
1680	0.01607341708	0.02418311889
1685	0.01606541788	0.02417084644
1690	0.01605771383	0.02416039434
1695	0.01603840586	0.02413311778
1700	0.01602854481	0.0241221355
1705	0.0160227271	0.02411495658
1710	0.01601516187	0.02409748971
1715	0.01600604043	0.0240845712
1720	0.01599961377	0.02407566025
1725	0.01599100679	0.02406333603
1730	0.01598056245	0.02404832851
1735	0.01597815231	0.02404548826
1740	0.01597707206	0.02404356804
1745	0.01596844058	0.02403004179
1750	0.0159627512	0.02402290592
1755	0.015952651	0.02400143012
1760	0.01593931939	0.02398531312
1765	0.01593929606	0.02398505398
1770	0.01593600632	0.02398085102
1775	0.0159253625	0.02396050073
1780	0.01590744625	0.02393569079
1785	0.01589660411	0.02391962095
1790	0.01589347536	0.02391485086
1795	0.01588278721	0.02390033278
1800	0.01588023708	0.02389706992
1805	0.01586770107	0.02387719634
1810	0.0158652431	0.02387377151
1815	0.0158593974	0.02386559145
1820	0.01585373718	0.02385744527
1825	0.01584219393	0.02384177758
1830	0.01583957264	0.0238389066
1835	0.01583758246	0.02383643216
1840	0.01582702847	0.02381519922
1845	0.01582235867	0.02380874005
1850	0.01582130409	0.02380780219
1855	0.01581665179	0.02380097035
1860	0.01581660513	0.02380091521
1865	0.01580159132	0.02378211557
1870	0.01579416258	0.02376990908
1875	0.01578384539	0.02375597151
1880	0.01577718542	0.02374734944
1885	0.01577418616	0.02374383678
1890	0.01576901124	0.02373558507
1895	0.01576654743	0.02373211676
1900	0.01576490256	0.02372641629
1905	0.01575084768	0.02370522783
1910	0.01574247518	0.02369453957
1915	0.01573456464	0.02368405274
1920	0.01572791983	0.02367445902
1925	0.01572133802	0.02366701492
1930	0.01572037676	0.02366607914
1935	0.01571303901	0.0236535076
1940	0.01571035356	0.02365031011
1945	0.01570536529	0.02364400711
1950	0.01570294815	0.0236407266
1955	0.01569310693	0.02362752056
1960	0.0156804496	0.02361078472
1965	0.01567829377	0.02360792348
1970	0.01567369864	0.02360014328
1975	0.01566631305	0.0235911467
1980	0.01566329163	0.0235835024
1985	0.01566237937	0.02358260813
1990	0.01565454816	0.02356700833
1995	0.01565459365	0.02356691397
2000	0.01565095977	0.02356345796
2005	0.01564283692	0.02355162108
2010	0.0156371452	0.02354426511
2015	0.01563551433	0.02354264468
2020	0.01563258273	0.02353929661
2025	0.01563100552	0.02353780981
2030	0.01562905268	0.02353338136
2035	0.01562634389	0.02352731897
2040	0.01561623436	0.02350971168
2045	0.01560382668	0.02349173815
2050	0.01560007031	0.02348710778
2055	0.01559921055	0.02348540191
2060	0.01559819329	0.02348413135
2065	0.01559299504	0.02347676898
2070	0.01558934483	0.02347106707
2075	0.015580886	0.0234598378
2080	0.0155746425	0.0234513175
2085	0.01557199437	0.02344770919
2090	0.01556756839	0.02344212462
2095	0.01556762439	0.02344205464
2100	0.01556767805	0.02344198155
2105	0.01556228381	0.0234348105
2110	0.01555972551	0.02343236807
2115	0.01554954482	0.02341555502
2120	0.01554482136	0.02340952363
2125	0.01553313462	0.02339533553
2130	0.01553305063	0.0233950605
2135	0.01552934326	0.02339055359
2140	0.01552225632	0.02337970588
2145	0.01551652028	0.02337289474
2150	0.01550675138	0.02336054621
2155	0.01550064787	0.02335096165
2160	0.01550042272	0.02335053388
2165	0.0154889343	0.02333616853
2170	0.01548105176	0.02332542524
2175	0.0154771274	0.0233200068
2180	0.01547078124	0.02331112262
2185	0.01545928932	0.02329635036
2190	0.01545434654	0.02328601376
2195	0.01544929761	0.02327708919
2200	0.01544632518	0.02327369979
2205	0.01544227483	0.02326744988
2210	0.01543925341	0.02326377701
2215	0.01542975866	0.02324709138
2220	0.01542465257	0.02324032138
2225	0.01542465723	0.02324031746
2230	0.01541980895	0.02323309123
2235	0.01540444984	0.02321201234
2240	0.01540405787	0.02321149956
2245	0.01540400654	0.02321116895
2250	0.0153943578	0.02319624739
2255	0.01538602613	0.0231813689
2260	0.01538079288	0.02317602139
2265	0.01537551997	0.0231688286
2270	0.0153738366	0.02316691518
2275	0.01536521328	0.02315289174
2280	0.01535776354	0.02314385599
2285	0.0153469319	0.0231301527
2290	0.0153469319	0.02313014797
2295	0.01533382077	0.02311117576
2300	0.01533288985	0.02311016305
2305	0.01532895383	0.02310454975
2310	0.01532857702	0.02310424996
2315	0.0153258904	0.02310149169
2320	0.0153120875	0.02307811517
2325	0.0153049084	0.02306810589
2330	0.01529939867	0.02306158923
2335	0.01529222774	0.02304923998
2340	0.01527274129	0.02301691325
2345	0.01526763403	0.02301099916
2350	0.01526288257	0.02300560412
2355	0.01525816145	0.02299823757
2360	0.01525779981	0.0229977216
2365	0.01525432925	0.02299332866
2370	0.01525432108	0.02299332628
2375	0.01525431875	0.0229933239
2380	0.01524954163	0.02298724675
2385	0.01524025453	0.02297457986
2390	0.01523729727	0.02297133547
2395	0.01521325068	0.02293749561
2400	0.01519940111	0.02291049275
2405	0.01519460416	0.02290579819
2410	0.01517564266	0.02287767915
2415	0.01516594376	0.02286433932
2420	0.01516104182	0.0228585891
2425	0.01514476694	0.02283153124
2430	0.0151377745	0.02282189703
2435	0.01512541465	0.02280583442
2440	0.01511011386	0.02278203452
2445	0.01509259309	0.02275385546
2450	0.01507772043	0.02273525232
2455	0.01505435862	0.0226984733
2460	0.01503793326	0.02267602695
2465	0.01502037865	0.02265436377
2470	0.0150142343	0.0226458495
2475	0.01500153614	0.02263029906
2480	0.01499296882	0.02261751285
2485	0.01497550288	0.02258663099
2490	0.01495443222	0.02255541107
2495	0.01494898198	0.02254841561
2500	0.01494094545	0.02253650016
2505	0.01492150566	0.02250923814
2510	0.01490449468	0.02248217737
2515	0.01489306575	0.02246681302
2520	0.01488428728	0.02245719928
2525	0.01487307417	0.02244269339
2530	0.0148567993	0.02241763879
2535	0.0148386544	0.02239309503
2540	0.01482799425	0.02237933277
2545	0.01481985156	0.0223681617
2550	0.01479362231	0.02232903775
2555	0.0147853583	0.02231735719
2560	0.01475797881	0.02228342725
2565	0.01473897298	0.0222585275
2570	0.01471711372	0.02222806533
2575	0.01469714897	0.02219882344
2580	0.01467680858	0.02217436053
2585	0.01466817127	0.02216334769
2590	0.01465616255	0.02214531935
2595	0.01463979552	0.02212378493
2600	0.01463273775	0.02211577437
2605	0.01461257935	0.02208310964
2610	0.01460270313	0.02206983133
2615	0.01458445558	0.02204129747
2620	0.01457476601	0.02202905477
2625	0.0145379396	0.0219708834
2630	0.01452940261	0.02196081767
2635	0.01451289326	0.02193487031
2640	0.0144992805	0.02191619411
2645	0.01448434019	0.02189352768
2650	0.01446398464	0.02186215591
2655	0.0144518651	0.02184246205
2660	0.014432115	0.02181440788
2665	0.01442091122	0.02180207873
2670	0.01441427808	0.02179251468
2675	0.0143951486	0.02176302762
2680	0.01437492604	0.02173705128
2685	0.01435930445	0.02171458987
2690	0.01434157252	0.02168831011
2695	0.01432394442	0.02166471033
2700	0.01430483827	0.02163474577
2705	0.01429200712	0.02161845202
2710	0.01427143575	0.02159039636
2715	0.01424891854	0.02155345916
2720	0.01423491732	0.02153135481
2725	0.01421825047	0.02150634711
2730	0.01420091402	0.02148134424
2735	0.01419145543	0.02146988678
2740	0.01416237507	0.02142785544
2745	0.01414244066	0.021400641
2750	0.01413164285	0.02138540823
2755	0.01411264985	0.02136108555
2760	0.01409923308	0.02134501159
2765	0.01408578715	0.02132427086
2770	0.0140633866	0.02129168882
2775	0.01405069427	0.02127262788
2780	0.01403258204	0.02124997237
2785	0.01402240252	0.02123475683
2790	0.01400897758	0.02121230405
2795	0.01398198772	0.02117406083
2800	0.01395849875	0.02113351119
2805	0.01394407057	0.02111490571
2810	0.01393825986	0.02110671866
2815	0.01393408119	0.02109627604
2820	0.0139146274	0.02107234365
2825	0.01390645322	0.02106032528
2830	0.01389644984	0.02104753103
2835	0.01388525307	0.02103239957
2840	0.01387259924	0.02101338535
2845	0.01385945078	0.02099501461
2850	0.01384833566	0.0209693134
2855	0.01383289139	0.02094983822
2860	0.01381378174	0.02092695432
2865	0.01379889392	0.02090736034
2870	0.01377707198	0.02087950766
2875	0.01375848146	0.02085270346
2880	0.01375054876	0.02084229886
2885	0.01374615661	0.02083763084
2890	0.0137407017	0.02083172807
2895	0.01373116379	0.02081082788
2900	0.01372446533	0.02080296365
2905	0.01370184196	0.02077221143
2910	0.01368798189	0.02075239318
2915	0.01367126838	0.02072474824
2920	0.01366124284	0.02070835376
2925	0.01365739665	0.02070403588
2930	0.01362955986	0.02065692342
2935	0.0136168232	0.02064091132
2940	0.01360363042	0.02062102787
2945	0.01358906807	0.02059928124
2950	0.01358037593	0.02058388491
2955	0.0135706432	0.02057047268
2960	0.01356031552	0.02055888972
2965	0.01355396469	0.02054529083
2970	0.01353103218	0.02051573656
2975	0.01351650133	0.02049367097
2980	0.01350561019	0.02047698466
2985	0.01348704767	0.0204528365
2990	0.01347293912	0.02043342749
2995	0.01346466344	0.02042246834
3000	0.01345720204	0.02041360714
3005	0.01344453304	0.02039536824
3010	0.01343025184	0.02037230889
3015	0.01341888708	0.02035618305
3020	0.01341068839	0.02034561591
3025	0.01339320612	0.02032378087
3030	0.01338600835	0.02031658224
3035	0.01337140518	0.02029244171
3040	0.01335481416	0.02026729035
3045	0.01334467197	0.02025267487
3050	0.01333486691	0.02023734991
3055	0.01332675106	0.02022753714
3060	0.01330293895	0.02019657842
3065	0.01328640159	0.02016972789
3070	0.01326643451	0.02014178731
3075	0.01325490176	0.02012454386
3080	0.01323811242	0.02010112395
3085	0.01321952307	0.0200759263
3090	0.01321514258	0.02006722272
3095	0.01320113086	0.02004797318
3100	0.0131879789	0.02002937039
3105	0.01316771084	0.01999308752
3110	0.01315379128	0.01997438617
3115	0.0131451423	0.01996234777
3120	0.01312329587	0.01992983027
3125	0.0131128807	0.01991636929
3130	0.01309803721	0.01988653938
3135	0.01308542304	0.01987032203
3140	0.01308068442	0.01986552379
3145	0.01306019354	0.01983782183
3150	0.01304636497	0.01981274563
3155	0.01303208611	0.01979082279
3160	0.01302212006	0.01977281604
3165	0.01301208053	0.01975620457
3170	0.0129905724	0.01972833894
3175	0.01297608588	0.01970970544
3180	0.01296773205	0.0197004561
3185	0.0129514665	0.01967340005
3190	0.01293836821	0.0196502133
3195	0.01292276062	0.01963139144
3200	0.01290630376	0.0196091952
3205	0.01288792555	0.01958413806
3210	0.01287191782	0.01956041498
3215	0.01285872853	0.01954441012
3220	0.01284383721	0.01952358177
3225	0.0128351509	0.01951314758
3230	0.01282438342	0.01949877357
3235	0.01281188358	0.0194821455
3240	0.01280476165	0.01947361647
3245	0.01279771437	0.01946221239
3250	0.0127822911	0.01944284104
3255	0.01277323732	0.01943138138
3260	0.01276200321	0.01941790904
3265	0.012747799	0.01939591301
3270	0.01273443939	0.01938047112
3275	0.01272651019	0.01936947332
3280	0.0127062923	0.01934293342
3285	0.01268414022	0.01931185629
3290	0.01265524185	0.01927178082
3295	0.01263995389	0.01925115649
3300	0.01262677394	0.01923384619
3305	0.01261652792	0.01921590659
3310	0.01261097386	0.019209069
3315	0.01259985991	0.01919223076
3320	0.01258169168	0.01916375528
3325	0.01256751198	0.01913946925
3330	0.01255535977	0.01912402521
3335	0.01254429715	0.01910808029
3340	0.01253084422	0.0190880459
3345	0.01251357659	0.01905928757
3350	0.01250405268	0.01904733016
3355	0.01249140702	0.019032318
3360	0.01247685517	0.01901493982
3365	0.01246458281	0.01899929862
3370	0.01244925169	0.01897922623
3375	0.01243893801	0.018967769
3380	0.01242243566	0.01894701384
3385	0.0124138415	0.01893210025
3390	0.01240405511	0.01892022624
3395	0.01238715146	0.01889709342
3400	0.01237815367	0.01888507095
3405	0.0123689984	0.01887418721
3410	0.0123505222	0.01884854945
3415	0.01234152791	0.01883679598
3420	0.01233299325	0.01882584947
3425	0.01231861756	0.0188059593
3430	0.01231195992	0.01879585213
3435	0.01231089717	0.01879439838
3440	0.01229257379	0.0187668131
3445	0.01228306972	0.01875336293
3450	0.01227587195	0.01874484653
3455	0.01226907666	0.01873648776
3460	0.01225344923	0.01871629421
3465	0.01224433129	0.01870197636
3470	0.01223460673	0.01868815961
3475	0.01222302381	0.01867199478
3480	0.01220850813	0.01865294415
3485	0.01219365648	0.01863148415
3490	0.0121841944	0.01861873803
3495	0.01216514657	0.01859523702
3500	0.0121531017	0.01858005775
3505	0.01214596926	0.01856941634
3510	0.01213845069	0.01856041977
3515	0.01212516808	0.01853679959
3520	0.01211725754	0.01852593656
3525	0.01211337635	0.01852119944
3530	0.01210276519	0.01850833011
3535	0.01208669213	0.01848646362
3540	0.01208098759	0.01847862323
3545	0.01207706556	0.01847305502
3550	0.01206949683	0.018461179
3555	0.01205759778	0.01844544275
3560	0.01205189789	0.01843531689
3565	0.01203311255	0.01840872535
3570	0.01202705103	0.01840123816
3575	0.01201512515	0.01837878309
3580	0.01199886894	0.01835897449
3585	0.01199057109	0.01834858037
3590	0.01197272251	0.01831770494
3595	0.01196140208	0.01829924373
3600	0.01195699943	0.01829220499
3605	0.01195425564	0.01828914058
3610	0.01193538864	0.0182595283
3615	0.011926602	0.01824310357
3620	0.01191581003	0.01822508187
3625	0.01189514067	0.018198726
3630	0.01188972543	0.01819191489
3635	0.01188475933	0.01818590008
3640	0.01187404668	0.01817311828
3645	0.0118640748	0.01815948032
3650	0.01185194243	0.01814188395
3655	0.01183613068	0.01812519774
3660	0.01182757036	0.01811552678
3665	0.01181812695	0.01810311012
3670	0.01181257522	0.01809424234
3675	0.01179873032	0.01807530483
3680	0.01178874911	0.01806284438
3685	0.0117813752	0.01805328844
3690	0.01177604279	0.01804640224
3695	0.01176446804	0.01803047889
3700	0.01175400504	0.0180135721
3705	0.01174738706	0.01800081172
3710	0.01174184933	0.01799365523
3715	0.01173415811	0.01798352432
3720	0.01173143066	0.01797966318
3725	0.01172375927	0.01797161285
3730	0.01170818201	0.01794946826
3735	0.01169590848	0.01793189045
3740	0.0116788485	0.01790579118
3745	0.01166466296	0.01788210649
3750	0.01165654244	0.01787142176
3755	0.01164596044	0.01785836282
3760	0.01163662085	0.01784009653
3765	0.0116284735	0.01782907073
3770	0.01162376054	0.01781882169
3775	0.01161896592	0.01781329692
3780	0.01160483521	0.01779204126
3785	0.01159114196	0.01777106584
3790	0.01158572439	0.01776529536
3795	0.0115658763	0.01773629764
3800	0.01155193341	0.01771313135
3805	0.01154118343	0.01769879498
3810	0.01153188233	0.01768736884
3815	0.01152653942	0.01768058446
3820	0.01151599359	0.01766833877
3825	0.01150756159	0.01765083624
3830	0.01150275414	0.01764296028
3835	0.01148938637	0.01762593411
3840	0.01147535715	0.0176077383
3845	0.01146444152	0.01759329532
3850	0.01145308958	0.01757480643
3855	0.01144706189	0.01756268626
3860	0.01143672022	0.01754564037
3865	0.01142589557	0.01752843753
3870	0.01141709261	0.01751708236
3875	0.01141093076	0.01750951892
3880	0.01139855458	0.01748971173
3885	0.0113843737	0.0174669061
3890	0.01137017416	0.01744605381
3895	0.01135601079	0.01742802109
3900	0.01134750646	0.01741720065
3905	0.01134228604	0.01740473719
3910	0.01133246816	0.01739042434
3915	0.01132420881	0.01737921184
3920	0.01132078608	0.01737268117
3925	0.01131499638	0.01736560485
3930	0.011302976	0.01735043821
3935	0.01130039087	0.01734713125
3940	0.01128886162	0.01733052492
3945	0.01127948936	0.01731589758
3950	0.0112772787	0.01731285565
3955	0.01126440089	0.01729447747
3960	0.01125605872	0.01728263532
3965	0.01125070064	0.01727674074
3970	0.01124260229	0.01726423447
3975	0.01123380049	0.01725415225
3980	0.01123075339	0.01725038357
3985	0.01122240072	0.0172398899
3990	0.01121629138	0.01722987278
3995	0.01121023336	0.01722301561
4000	0.01120276845	0.01721381728
4005	0.01119679792	0.01720539219
4010	0.01118753299	0.01719470198
4015	0.01117566893	0.01717849211
4020	0.01117285632	0.01717374313
4025	0.01117000172	0.01717022698
4030	0.01116591054	0.01716052131
4035	0.01115835347	0.01714984352
4040	0.01115294407	0.01714346842
4045	0.01114843409	0.01713273479
4050	0.0111450557	0.01712851798
4055	0.01113936631	0.01712003974
4060	0.01113565427	0.0171155344
4065	0.0111298739	0.01710814823
4070	0.01111738806	0.01709215808
4075	0.01110840077	0.01707888751
4080	0.01109653671	0.01706089833
4085	0.01108952794	0.01705118121
4090	0.01108628019	0.01704370031
4095	0.01107448613	0.01702627777
4100	0.01107179718	0.01702337629
4105	0.01106816446	0.01701918005
4110	0.01105447938	0.01700329116
4115	0.01104198304	0.01698273149
4120	0.01103866414	0.01697887465
4125	0.01103151654	0.01697000694
4130	0.01102282206	0.01695512662
4135	0.01101785596	0.01694905415
4140	0.01101020323	0.01693635004
4145	0.01100708731	0.01693193738
4150	0.01100412538	0.01692891206
4155	0.01099706994	0.01692084604
4160	0.01099107608	0.01691005355
4165	0.01099049513	0.01690896051
